ts,x,y,alt,mach,tas,vs,heading,mass,fuel,takeoff_mass,flight_distance
1310.0,0,0,31000,0.82,481,797,90,61560,150,62500,2670
1528.0,0,0,33900,0.82,475,297,90,61410,130,62500,2670
1747.0,0,0,34900,0.82,473,0,90,61280,130,62500,2670
1965.0,0,0,34900,0.82,473,0,90,61150,120,62500,2670
2184.0,0,0,34900,0.82,473,-27,90,61030,120,62500,2670
2402.0,0,0,34800,0.82,473,47,90,60900,130,62500,2670
2620.0,0,0,35000,0.82,473,175,90,60780,130,62500,2670
2839.0,0,0,35600,0.82,471,243,90,60650,130,62500,2670
3057.0,0,0,36500,0.82,470,92,90,60520,130,62500,2670
3275.0,0,0,36900,0.82,470,44,90,60390,120,62500,2670
3494.0,0,0,37000,0.82,470,26,90,60260,120,62500,2670
3712.0,0,0,37100,0.82,470,20,90,60140,120,62500,2670
3930.0,0,0,37200,0.82,470,17,90,60020,120,62500,2670
4149.0,0,0,37300,0.82,470,17,90,59890,120,62500,2670
4367.0,0,0,37300,0.82,470,16,90,59770,120,62500,2670
4585.0,0,0,37400,0.82,470,16,90,59640,120,62500,2670
4804.0,0,0,37400,0.82,470,16,90,59520,120,62500,2670
5022.0,0,0,37500,0.82,470,16,90,59400,120,62500,2670
5241.0,0,0,37600,0.82,470,16,90,59280,120,62500,2670
5459.0,0,0,37600,0.82,470,16,90,59150,120,62500,2670
5677.0,0,0,37700,0.82,470,16,90,59030,120,62500,2670
5896.0,0,0,37700,0.82,470,16,90,58910,120,62500,2670
6114.0,0,0,37800,0.82,470,16,90,58790,120,62500,2670
6332.0,0,0,37800,0.82,470,16,90,58660,120,62500,2670
6551.0,0,0,37900,0.82,470,16,90,58540,120,62500,2670
6769.0,0,0,38000,0.82,470,16,90,58420,120,62500,2670
6987.0,0,0,38000,0.82,470,16,90,58300,120,62500,2670
7206.0,0,0,38100,0.82,470,16,90,58180,120,62500,2670
7424.0,0,0,38100,0.82,470,16,90,58050,120,62500,2670
7642.0,0,0,38200,0.82,470,16,90,57930,120,62500,2670
7861.0,0,0,38200,0.82,470,16,90,57810,120,62500,2670
8079.0,0,0,38300,0.82,470,16,90,57690,120,62500,2670
8297.0,0,0,38400,0.82,470,16,90,57570,120,62500,2670
8516.0,0,0,38400,0.82,470,16,90,57450,120,62500,2670
8734.0,0,0,38500,0.82,470,16,90,57330,120,62500,2670
8953.0,0,0,38500,0.82,470,22,90,57210,120,62500,2670
9171.0,0,0,38600,0.819,470,62,90,57080,120,62500,2670
9389.0,0,0,38800,0.8196,470,0,90,56960,120,62500,2670
9608.0,0,0,38800,0.8198,470,0,90,56840,120,62500,2670
9826.0,0,0,38800,0.82,470,0,90,56720,120,62500,2670
10044.0,0,0,38800,0.82,470,-352,90,56600,110,62500,2670
10263.0,0,0,37600,0.82,470,-852,90,56500,100,62500,2670
10481.0,0,0,34500,0.7971,461,-1352,90,56400,80,62500,2670
10699.0,0,0,29500,0.6355,375,-1852,90,56310,50,62500,2670
10918.0,0,0,22800,0.4697,285,-2352,90,56260,20,62500,2670
11136.0,0,0,14200,0.4484,282,-2000,90,56230,30,62500,2670
11354.0,0,0,7000,0.3,194,-1500,90,56200,30,62500,2670
11573.0,0,0,1500,0.1516,100,-1000,90,56160,60,62500,2670
0.0,0,0,1500,0.3,197,500,90,62500,100,62500,2770
218.0,0,0,3300,0.5,327,1000,90,62390,120,62500,2770
436.0,0,0,6900,0.6423,415,1500,90,62270,160,62500,2770
654.0,0,0,12400,0.7393,468,2000,90,62110,190,62500,2770
871.0,0,0,19700,0.82,504,1802,90,61920,190,62500,2770
1089.0,0,0,26200,0.82,491,1302,90,61730,170,62500,2770
1307.0,0,0,30900,0.82,481,802,90,61560,150,62500,2770
1525.0,0,0,33800,0.82,475,302,90,61410,130,62500,2770
1743.0,0,0,34900,0.82,473,0,90,61280,120,62500,2770
1961.0,0,0,34900,0.82,473,0,90,61150,120,62500,2770
2179.0,0,0,34900,0.82,473,-27,90,61030,120,62500,2770
2396.0,0,0,34800,0.82,473,47,90,60900,130,62500,2770
2614.0,0,0,35000,0.82,473,176,90,60780,130,62500,2770
2832.0,0,0,35600,0.82,471,242,90,60650,130,62500,2770
3050.0,0,0,36500,0.82,470,92,90,60520,130,62500,2770
3268.0,0,0,36900,0.82,470,44,90,60390,120,62500,2770
3486.0,0,0,37000,0.82,470,26,90,60270,120,62500,2770
3704.0,0,0,37100,0.82,470,20,90,60140,120,62500,2770
3922.0,0,0,37200,0.82,470,17,90,60020,120,62500,2770
4139.0,0,0,37300,0.82,470,17,90,59900,120,62500,2770
4357.0,0,0,37300,0.82,470,16,90,59770,120,62500,2770
4575.0,0,0,37400,0.82,470,16,90,59650,120,62500,2770
4793.0,0,0,37400,0.82,470,16,90,59530,120,62500,2770
5011.0,0,0,37500,0.82,470,16,90,59400,120,62500,2770
5229.0,0,0,37500,0.82,470,16,90,59280,120,62500,2770
5447.0,0,0,37600,0.82,470,16,90,59160,120,62500,2770
5664.0,0,0,37700,0.82,470,16,90,59040,120,62500,2770
5882.0,0,0,37700,0.82,470,16,90,58920,120,62500,2770
6100.0,0,0,37800,0.82,470,16,90,58790,120,62500,2770
6318.0,0,0,37800,0.82,470,16,90,58670,120,62500,2770
6536.0,0,0,37900,0.82,470,16,90,58550,120,62500,2770
6754.0,0,0,38000,0.82,470,16,90,58430,120,62500,2770
6972.0,0,0,38000,0.82,470,16,90,58310,120,62500,2770
7189.0,0,0,38100,0.82,470,16,90,58180,120,62500,2770
7407.0,0,0,38100,0.82,470,16,90,58060,120,62500,2770
7625.0,0,0,38200,0.82,470,16,90,57940,120,62500,2770
7843.0,0,0,38200,0.82,470,16,90,57820,120,62500,2770
8061.0,0,0,38300,0.82,470,16,90,57700,120,62500,2770
8279.0,0,0,38400,0.82,470,16,90,57580,120,62500,2770
8497.0,0,0,38400,0.82,470,16,90,57460,120,62500,2770
8714.0,0,0,38500,0.82,470,16,90,57340,120,62500,2770
8932.0,0,0,38500,0.82,470,16,90,57220,120,62500,2770
9150.0,0,0,38600,0.82,470,16,90,57100,120,62500,2770
9368.0,0,0,38600,0.82,470,22,90,56980,120,62500,2770
9586.0,0,0,38700,0.819,470,62,90,56860,120,62500,2770
9804.0,0,0,38900,0.8196,470,0,90,56740,120,62500,2770
10022.0,0,0,38900,0.8198,470,0,90,56620,120,62500,2770
10239.0,0,0,38900,0.82,470,0,90,56500,120,62500,2770
10457.0,0,0,38900,0.82,470,-363,90,56380,110,62500,2770
10675.0,0,0,37600,0.82,470,-863,90,56270,90,62500,2770
10893.0,0,0,34500,0.795,459,-1363,90,56170,80,62500,2770
11111.0,0,0,29600,0.6327,374,-1863,90,56090,50,62500,2770
11329.0,0,0,22800,0.466,283,-2363,90,56030,20,62500,2770
11547.0,0,0,14200,0.4469,281,-2000,90,56010,30,62500,2770
11765.0,0,0,6900,0.3,194,-1500,90,55980,30,62500,2770
11982.0,0,0,1500,0.1531,101,-1000,90,55940,50,62500,2770
0.0,0,0,1500,0.3,197,500,90,62500,100,62500,2870
217.0,0,0,3300,0.5,327,1000,90,62390,120,62500,2870
435.0,0,0,6900,0.6421,414,1500,90,62270,160,62500,2870
652.0,0,0,12400,0.7388,467,2000,90,62110,190,62500,2870
870.0,0,0,19600,0.82,504,1809,90,61920,190,62500,2870
1087.0,0,0,26200,0.82,491,1309,90,61730,170,62500,2870
1305.0,0,0,30900,0.82,481,809,90,61560,150,62500,2870
1522.0,0,0,33800,0.82,475,309,90,61410,130,62500,2870
1739.0,0,0,35000,0.82,473,0,90,61280,120,62500,2870
1957.0,0,0,35000,0.82,473,0,90,61160,120,62500,2870
2174.0,0,0,35000,0.82,473,16,90,61030,120,62500,2870
2392.0,0,0,35000,0.82,473,167,90,60910,130,62500,2870
2609.0,0,0,35600,0.82,471,235,90,60780,130,62500,2870
2827.0,0,0,36500,0.82,470,90,90,60650,130,62500,2870
3044.0,0,0,36800,0.82,470,43,90,60520,120,62500,2870
3262.0,0,0,37000,0.82,470,26,90,60400,120,62500,2870
3479.0,0,0,37100,0.82,470,20,90,60270,120,62500,2870
3696.0,0,0,37100,0.82,470,17,90,60150,120,62500,2870
3914.0,0,0,37200,0.82,470,17,90,60030,120,62500,2870
4131.0,0,0,37300,0.82,470,16,90,59900,120,62500,2870
4349.0,0,0,37300,0.82,470,16,90,59780,120,62500,2870
4566.0,0,0,37400,0.82,470,16,90,59660,120,62500,2870
4784.0,0,0,37400,0.82,470,16,90,59530,120,62500,2870
5001.0,0,0,37500,0.82,470,16,90,59410,120,62500,2870
5218.0,0,0,37500,0.82,470,16,90,59290,120,62500,2870
5436.0,0,0,37600,0.82,470,16,90,59170,120,62500,2870
5653.0,0,0,37700,0.82,470,16,90,59040,120,62500,2870
5871.0,0,0,37700,0.82,470,16,90,58920,120,62500,2870
6088.0,0,0,37800,0.82,470,16,90,58800,120,62500,2870
6306.0,0,0,37800,0.82,470,16,90,58680,120,62500,2870
6523.0,0,0,37900,0.82,470,16,90,58560,120,62500,2870
6741.0,0,0,38000,0.82,470,16,90,58440,120,62500,2870
6958.0,0,0,38000,0.82,470,16,90,58320,120,62500,2870
7175.0,0,0,38100,0.82,470,16,90,58190,120,62500,2870
7393.0,0,0,38100,0.82,470,16,90,58070,120,62500,2870
7610.0,0,0,38200,0.82,470,16,90,57950,120,62500,2870
7828.0,0,0,38200,0.82,470,16,90,57830,120,62500,2870
8045.0,0,0,38300,0.82,470,16,90,57710,120,62500,2870
8263.0,0,0,38400,0.82,470,16,90,57590,120,62500,2870
8480.0,0,0,38400,0.82,470,16,90,57470,120,62500,2870
8697.0,0,0,38500,0.82,470,16,90,57350,120,62500,2870
8915.0,0,0,38500,0.82,470,16,90,57230,120,62500,2870
9132.0,0,0,38600,0.82,470,16,90,57110,120,62500,2870
9350.0,0,0,38600,0.82,470,16,90,56990,120,62500,2870
9567.0,0,0,38700,0.82,470,16,90,56870,120,62500,2870
9785.0,0,0,38800,0.82,470,24,90,56750,120,62500,2870
10002.0,0,0,38800,0.8187,470,74,90,56630,120,62500,2870
10219.0,0,0,39100,0.8194,470,0,90,56510,120,62500,2870
10437.0,0,0,39100,0.8196,470,0,90,56390,120,62500,2870
10654.0,0,0,39100,0.8198,470,0,90,56270,120,62500,2870
10872.0,0,0,39100,0.82,470,-376,90,56150,110,62500,2870
11089.0,0,0,37700,0.82,470,-876,90,56040,90,62500,2870
11307.0,0,0,34600,0.7931,458,-1376,90,55950,80,62500,2870
11524.0,0,0,29600,0.6297,372,-1876,90,55860,50,62500,2870
11742.0,0,0,22800,0.4619,281,-2376,90,55810,20,62500,2870
11959.0,0,0,14200,0.4452,280,-2000,90,55790,30,62500,2870
12176.0,0,0,6900,0.3,194,-1500,90,55750,30,62500,2870
12394.0,0,0,1500,0.1548,102,-1000,90,55720,50,62500,2870
0.0,0,0,1500,0.3,197,500,90,62500,100,62500,2970
217.0,0,0,3300,0.5,327,1000,90,62390,120,62500,2970
434.0,0,0,6900,0.6418,414,1500,90,62270,160,62500,2970
651.0,0,0,12400,0.7383,467,2000,90,62110,190,62500,2970
868.0,0,0,19600,0.82,505,1814,90,61920,190,62500,2970
1085.0,0,0,26100,0.82,491,1314,90,61740,170,62500,2970
1302.0,0,0,30900,0.82,481,814,90,61570,150,62500,2970
1519.0,0,0,33800,0.82,475,314,90,61420,130,62500,2970
1736.0,0,0,35000,0.82,473,0,90,61280,120,62500,2970
1953.0,0,0,35000,0.82,473,0,90,61160,120,62500,2970
2170.0,0,0,35000,0.82,473,16,90,61030,120,62500,2970
2387.0,0,0,35000,0.82,473,167,90,60910,130,62500,2970
2604.0,0,0,35600,0.82,471,235,90,60780,130,62500,2970
2821.0,0,0,36500,0.82,470,90,90,60650,130,62500,2970
3038.0,0,0,36800,0.82,470,43,90,60520,120,62500,2970
3255.0,0,0,37000,0.82,470,26,90,60400,120,62500,2970
3472.0,0,0,37100,0.82,470,20,90,60280,120,62500,2970
3689.0,0,0,37100,0.82,470,17,90,60150,120,62500,2970
3906.0,0,0,37200,0.82,470,17,90,60030,120,62500,2970
4123.0,0,0,37200,0.82,470,16,90,59910,120,62500,2970
4340.0,0,0,37300,0.82,470,16,90,59780,120,62500,2970
4557.0,0,0,37400,0.82,470,16,90,59660,120,62500,2970
4774.0,0,0,37400,0.82,470,16,90,59540,120,62500,2970
4991.0,0,0,37500,0.82,470,16,90,59420,120,62500,2970
5208.0,0,0,37500,0.82,470,16,90,59300,120,62500,2970
5425.0,0,0,37600,0.82,470,16,90,59170,120,62500,2970
5642.0,0,0,37700,0.82,470,16,90,59050,120,62500,2970
5859.0,0,0,37700,0.82,470,16,90,58930,120,62500,2970
6076.0,0,0,37800,0.82,470,16,90,58810,120,62500,2970
6293.0,0,0,37800,0.82,470,16,90,58690,120,62500,2970
6510.0,0,0,37900,0.82,470,16,90,58560,120,62500,2970
6727.0,0,0,37900,0.82,470,16,90,58440,120,62500,2970
6944.0,0,0,38000,0.82,470,16,90,58320,120,62500,2970
7161.0,0,0,38100,0.82,470,16,90,58200,120,62500,2970
7378.0,0,0,38100,0.82,470,16,90,58080,120,62500,2970
7595.0,0,0,38200,0.82,470,16,90,57960,120,62500,2970
7812.0,0,0,38200,0.82,470,16,90,57840,120,62500,2970
8029.0,0,0,38300,0.82,470,16,90,57720,120,62500,2970
8246.0,0,0,38300,0.82,470,16,90,57600,120,62500,2970
8463.0,0,0,38400,0.82,470,16,90,57480,120,62500,2970
8680.0,0,0,38500,0.82,470,16,90,57360,120,62500,2970
8897.0,0,0,38500,0.82,470,16,90,57240,120,62500,2970
9114.0,0,0,38600,0.82,470,16,90,57120,120,62500,2970
9331.0,0,0,38600,0.82,470,16,90,57000,120,62500,2970
9548.0,0,0,38700,0.82,470,16,90,56880,120,62500,2970
9765.0,0,0,38700,0.82,470,16,90,56760,120,62500,2970
9982.0,0,0,38800,0.82,470,16,90,56640,120,62500,2970
10199.0,0,0,38900,0.82,470,24,90,56520,120,62500,2970
10416.0,0,0,38900,0.8188,470,72,90,56400,120,62500,2970
10633.0,0,0,39200,0.8194,470,0,90,56280,120,62500,2970
10850.0,0,0,39200,0.8196,470,0,90,56160,120,62500,2970
11067.0,0,0,39200,0.8198,470,0,90,56040,120,62500,2970
11284.0,0,0,39200,0.82,470,-385,90,55920,110,62500,2970
11501.0,0,0,37800,0.82,470,-885,90,55820,90,62500,2970
11718.0,0,0,34600,0.791,457,-1385,90,55720,80,62500,2970
11935.0,0,0,29600,0.627,370,-1885,90,55640,50,62500,2970
12152.0,0,0,22800,0.4583,278,-2385,90,55590,20,62500,2970
12369.0,0,0,14200,0.4436,279,-2000,90,55570,30,62500,2970
12586.0,0,0,6900,0.3,194,-1500,90,55530,30,62500,2970
12803.0,0,0,1500,0.1564,103,-1000,90,55500,50,62500,2970
0.0,0,0,1500,0.3,197,500,90,62500,100,62500,3070
217.0,0,0,3300,0.5,327,1000,90,62390,120,62500,3070
433.0,0,0,6900,0.6416,414,1500,90,62270,160,62500,3070
650.0,0,0,12300,0.7379,467,2000,90,62110,190,62500,3070
866.0,0,0,19600,0.82,505,1818,90,61920,190,62500,3070
1083.0,0,0,26100,0.82,491,1318,90,61740,170,62500,3070
1300.0,0,0,30900,0.82,481,818,90,61570,150,62500,3070
1516.0,0,0,33800,0.82,475,318,90,61420,130,62500,3070
1733.0,0,0,35000,0.82,473,0,90,61280,120,62500,3070
1949.0,0,0,35000,0.82,473,0,90,61160,120,62500,3070
2166.0,0,0,35000,0.82,473,16,90,61040,120,62500,3070
2383.0,0,0,35000,0.82,473,168,90,60910,130,62500,3070
2599.0,0,0,35600,0.82,471,234,90,60780,130,62500,3070
2816.0,0,0,36500,0.82,470,90,90,60650,130,62500,3070
3032.0,0,0,36800,0.82,470,43,90,60530,120,62500,3070
3249.0,0,0,37000,0.82,470,26,90,60400,120,62500,3070
3466.0,0,0,37100,0.82,470,20,90,60280,120,62500,3070
3682.0,0,0,37100,0.82,470,17,90,60160,120,62500,3070
3899.0,0,0,37200,0.82,470,17,90,60030,120,62500,3070
4116.0,0,0,37200,0.82,470,16,90,59910,120,62500,3070
4332.0,0,0,37300,0.82,470,16,90,59790,120,62500,3070
4549.0,0,0,37400,0.82,470,16,90,59670,120,62500,3070
4765.0,0,0,37400,0.82,470,16,90,59540,120,62500,3070
4982.0,0,0,37500,0.82,470,16,90,59420,120,62500,3070
5199.0,0,0,37500,0.82,470,16,90,59300,120,62500,3070
5415.0,0,0,37600,0.82,470,16,90,59180,120,62500,3070
5632.0,0,0,37700,0.82,470,16,90,59060,120,62500,3070
5848.0,0,0,37700,0.82,470,16,90,58940,120,62500,3070
6065.0,0,0,37800,0.82,470,16,90,58810,120,62500,3070
6282.0,0,0,37800,0.82,470,16,90,58690,120,62500,3070
6498.0,0,0,37900,0.82,470,16,90,58570,120,62500,3070
6715.0,0,0,37900,0.82,470,16,90,58450,120,62500,3070
6931.0,0,0,38000,0.82,470,16,90,58330,120,62500,3070
7148.0,0,0,38100,0.82,470,16,90,58210,120,62500,3070
7365.0,0,0,38100,0.82,470,16,90,58090,120,62500,3070
7581.0,0,0,38200,0.82,470,16,90,57970,120,62500,3070
7798.0,0,0,38200,0.82,470,16,90,57850,120,62500,3070
8014.0,0,0,38300,0.82,470,16,90,57730,120,62500,3070
8231.0,0,0,38300,0.82,470,16,90,57610,120,62500,3070
8448.0,0,0,38400,0.82,470,16,90,57490,120,62500,3070
8664.0,0,0,38500,0.82,470,16,90,57370,120,62500,3070
8881.0,0,0,38500,0.82,470,16,90,57250,120,62500,3070
9097.0,0,0,38600,0.82,470,16,90,57130,120,62500,3070
9314.0,0,0,38600,0.82,470,16,90,57010,120,62500,3070
9531.0,0,0,38700,0.82,470,16,90,56890,120,62500,3070
9747.0,0,0,38700,0.82,470,16,90,56770,120,62500,3070
9964.0,0,0,38800,0.82,470,16,90,56650,120,62500,3070
10180.0,0,0,38900,0.82,470,16,90,56530,120,62500,3070
10397.0,0,0,38900,0.82,470,16,90,56410,120,62500,3070
10614.0,0,0,39000,0.82,470,24,90,56290,120,62500,3070
10830.0,0,0,39100,0.8188,470,70,90,56170,120,62500,3070
11047.0,0,0,39300,0.8194,470,0,90,56050,120,62500,3070
11263.0,0,0,39300,0.8196,470,0,90,55940,120,62500,3070
11480.0,0,0,39300,0.8198,470,0,90,55820,120,62500,3070
11697.0,0,0,39300,0.82,470,-394,90,55700,110,62500,3070
11913.0,0,0,37900,0.82,470,-894,90,55590,90,62500,3070
12130.0,0,0,34700,0.7891,456,-1394,90,55500,80,62500,3070
12347.0,0,0,29600,0.6244,369,-1894,90,55420,50,62500,3070
12563.0,0,0,22800,0.4548,276,-2394,90,55360,20,62500,3070
12780.0,0,0,14100,0.4421,278,-2000,90,55340,30,62500,3070
12996.0,0,0,6900,0.3,194,-1500,90,55310,30,62500,3070
13213.0,0,0,1500,0.1579,104,-1000,90,55280,50,62500,3070
0.0,0,0,1500,0.3,197,500,90,62500,100,62500,3170
216.0,0,0,3300,0.5,327,1000,90,62390,120,62500,3170
432.0,0,0,6900,0.6414,414,1500,90,62270,160,62500,3170
649.0,0,0,12300,0.7375,467,2000,90,62110,190,62500,3170
865.0,0,0,19500,0.82,505,1822,90,61920,190,62500,3170
1081.0,0,0,26100,0.82,491,1322,90,61740,170,62500,3170
1297.0,0,0,30900,0.82,481,822,90,61570,150,62500,3170
1514.0,0,0,33800,0.82,475,322,90,61420,130,62500,3170
1730.0,0,0,35000,0.82,473,0,90,61280,120,62500,3170
1946.0,0,0,35000,0.82,473,0,90,61160,120,62500,3170
2162.0,0,0,35000,0.82,473,16,90,61040,120,62500,3170
2379.0,0,0,35000,0.82,473,168,90,60910,130,62500,3170
2595.0,0,0,35600,0.82,471,233,90,60780,130,62500,3170
2811.0,0,0,36500,0.82,470,90,90,60660,130,62500,3170
3027.0,0,0,36800,0.82,470,44,90,60530,120,62500,3170
3243.0,0,0,37000,0.82,470,26,90,60410,120,62500,3170
3460.0,0,0,37100,0.82,470,20,90,60280,120,62500,3170
3676.0,0,0,37100,0.82,470,17,90,60160,120,62500,3170
3892.0,0,0,37200,0.82,470,17,90,60040,120,62500,3170
4108.0,0,0,37200,0.82,470,16,90,59920,120,62500,3170
4325.0,0,0,37300,0.82,470,16,90,59790,120,62500,3170
4541.0,0,0,37400,0.82,470,16,90,59670,120,62500,3170
4757.0,0,0,37400,0.82,470,16,90,59550,120,62500,3170
4973.0,0,0,37500,0.82,470,16,90,59430,120,62500,3170
5190.0,0,0,37500,0.82,470,16,90,59300,120,62500,3170
5406.0,0,0,37600,0.82,470,16,90,59180,120,62500,3170
5622.0,0,0,37700,0.82,470,16,90,59060,120,62500,3170
5838.0,0,0,37700,0.82,470,16,90,58940,120,62500,3170
6054.0,0,0,37800,0.82,470,16,90,58820,120,62500,3170
6271.0,0,0,37800,0.82,470,16,90,58700,120,62500,3170
6487.0,0,0,37900,0.82,470,16,90,58580,120,62500,3170
6703.0,0,0,37900,0.82,470,16,90,58460,120,62500,3170
6919.0,0,0,38000,0.82,470,16,90,58340,120,62500,3170
7136.0,0,0,38100,0.82,470,16,90,58220,120,62500,3170
7352.0,0,0,38100,0.82,470,16,90,58100,120,62500,3170
7568.0,0,0,38200,0.82,470,16,90,57980,120,62500,3170
7784.0,0,0,38200,0.82,470,16,90,57850,120,62500,3170
8001.0,0,0,38300,0.82,470,16,90,57730,120,62500,3170
8217.0,0,0,38300,0.82,470,16,90,57610,120,62500,3170
8433.0,0,0,38400,0.82,470,16,90,57490,120,62500,3170
8649.0,0,0,38500,0.82,470,16,90,57380,120,62500,3170
8865.0,0,0,38500,0.82,470,16,90,57260,120,62500,3170
9082.0,0,0,38600,0.82,470,16,90,57140,120,62500,3170
9298.0,0,0,38600,0.82,470,16,90,57020,120,62500,3170
9514.0,0,0,38700,0.82,470,16,90,56900,120,62500,3170
9730.0,0,0,38700,0.82,470,16,90,56780,120,62500,3170
9947.0,0,0,38800,0.82,470,16,90,56660,120,62500,3170
10163.0,0,0,38800,0.82,470,16,90,56540,120,62500,3170
10379.0,0,0,38900,0.82,470,16,90,56420,120,62500,3170
10595.0,0,0,39000,0.82,470,16,90,56300,120,62500,3170
10812.0,0,0,39000,0.82,470,16,90,56180,120,62500,3170
11028.0,0,0,39100,0.82,470,23,90,56070,120,62500,3170
11244.0,0,0,39200,0.8188,470,69,90,55950,120,62500,3170
11460.0,0,0,39400,0.8194,470,0,90,55830,120,62500,3170
11676.0,0,0,39400,0.8196,470,0,90,55710,120,62500,3170
11893.0,0,0,39400,0.8199,470,0,90,55590,120,62500,3170
12109.0,0,0,39400,0.82,470,-404,90,55480,110,62500,3170
12325.0,0,0,38000,0.82,470,-904,90,55370,90,62500,3170
12541.0,0,0,34700,0.7871,454,-1404,90,55280,80,62500,3170
12758.0,0,0,29600,0.6217,367,-1904,90,55190,50,62500,3170
12974.0,0,0,22800,0.4513,274,-2404,90,55140,20,62500,3170
13190.0,0,0,14100,0.4406,277,-2000,90,55120,30,62500,3170
13406.0,0,0,6900,0.3,194,-1500,90,55090,30,62500,3170
13623.0,0,0,1500,0.1594,105,-1000,90,55060,50,62500,3170
0.0,0,0,1500,0.3,197,500,90,62500,100,62500,3270
216.0,0,0,3300,0.5,327,1000,90,62390,120,62500,3270
432.0,0,0,6900,0.6412,414,1500,90,62270,160,62500,3270
648.0,0,0,12300,0.7371,467,2000,90,62110,190,62500,3270
864.0,0,0,19500,0.82,505,1826,90,61930,190,62500,3270
1079.0,0,0,26100,0.82,491,1326,90,61740,170,62500,3270
1295.0,0,0,30800,0.82,482,826,90,61570,150,62500,3270
1511.0,0,0,33800,0.82,475,326,90,61420,130,62500,3270
1727.0,0,0,35000,0.82,473,0,90,61290,120,62500,3270
1943.0,0,0,35000,0.82,473,0,90,61160,120,62500,3270
2159.0,0,0,35000,0.82,473,16,90,61040,120,62500,3270
2375.0,0,0,35000,0.82,473,168,90,60920,130,62500,3270
2591.0,0,0,35600,0.82,471,233,90,60790,130,62500,3270
2806.0,0,0,36500,0.82,470,90,90,60660,130,62500,3270
3022.0,0,0,36800,0.82,470,44,90,60530,120,62500,3270
3238.0,0,0,37000,0.82,470,26,90,60410,120,62500,3270
3454.0,0,0,37000,0.82,470,20,90,60290,120,62500,3270
3670.0,0,0,37100,0.82,470,17,90,60160,120,62500,3270
3886.0,0,0,37200,0.82,470,17,90,60040,120,62500,3270
4102.0,0,0,37200,0.82,470,16,90,59920,120,62500,3270
4318.0,0,0,37300,0.82,470,16,90,59800,120,62500,3270
4533.0,0,0,37400,0.82,470,16,90,59680,120,62500,3270
4749.0,0,0,37400,0.82,470,16,90,59550,120,62500,3270
4965.0,0,0,37500,0.82,470,16,90,59430,120,62500,3270
5181.0,0,0,37500,0.82,470,16,90,59310,120,62500,3270
5397.0,0,0,37600,0.82,470,16,90,59190,120,62500,3270
5613.0,0,0,37600,0.82,470,16,90,59070,120,62500,3270
5829.0,0,0,37700,0.82,470,16,90,58950,120,62500,3270
6045.0,0,0,37800,0.82,470,16,90,58820,120,62500,3270
6260.0,0,0,37800,0.82,470,16,90,58700,120,62500,3270
6476.0,0,0,37900,0.82,470,16,90,58580,120,62500,3270
6692.0,0,0,37900,0.82,470,16,90,58460,120,62500,3270
6908.0,0,0,38000,0.82,470,16,90,58340,120,62500,3270
7124.0,0,0,38100,0.82,470,16,90,58220,120,62500,3270
7340.0,0,0,38100,0.82,470,16,90,58100,120,62500,3270
7556.0,0,0,38200,0.82,470,16,90,57980,120,62500,3270
7772.0,0,0,38200,0.82,470,16,90,57860,120,62500,3270
7988.0,0,0,38300,0.82,470,16,90,57740,120,62500,3270
8203.0,0,0,38300,0.82,470,16,90,57620,120,62500,3270
8419.0,0,0,38400,0.82,470,16,90,57500,120,62500,3270
8635.0,0,0,38500,0.82,470,16,90,57380,120,62500,3270
8851.0,0,0,38500,0.82,470,16,90,57260,120,62500,3270
9067.0,0,0,38600,0.82,470,16,90,57140,120,62500,3270
9283.0,0,0,38600,0.82,470,16,90,57020,120,62500,3270
9499.0,0,0,38700,0.82,470,16,90,56900,120,62500,3270
9715.0,0,0,38700,0.82,470,16,90,56790,120,62500,3270
9930.0,0,0,38800,0.82,470,16,90,56670,120,62500,3270
10146.0,0,0,38800,0.82,470,16,90,56550,120,62500,3270
10362.0,0,0,38900,0.82,470,16,90,56430,120,62500,3270
10578.0,0,0,39000,0.82,470,16,90,56310,120,62500,3270
10794.0,0,0,39000,0.82,470,16,90,56190,120,62500,3270
11010.0,0,0,39100,0.82,470,16,90,56080,120,62500,3270
11226.0,0,0,39100,0.82,470,16,90,55960,120,62500,3270
11442.0,0,0,39200,0.82,470,23,90,55840,120,62500,3270
11657.0,0,0,39300,0.8189,470,67,90,55720,120,62500,3270
11873.0,0,0,39500,0.8195,470,0,90,55600,120,62500,3270
12089.0,0,0,39500,0.8197,470,0,90,55480,120,62500,3270
12305.0,0,0,39500,0.8199,470,0,90,55370,120,62500,3270
12521.0,0,0,39500,0.82,470,-413,90,55250,110,62500,3270
12737.0,0,0,38000,0.82,470,-913,90,55150,90,62500,3270
12953.0,0,0,34700,0.7852,453,-1413,90,55050,80,62500,3270
13169.0,0,0,29700,0.6192,365,-1913,90,54970,50,62500,3270
13384.0,0,0,22800,0.4478,272,-2413,90,54920,10,62500,3270
13600.0,0,0,14100,0.4391,276,-2000,90,54900,30,62500,3270
13816.0,0,0,6900,0.3,194,-1500,90,54870,30,62500,3270
14032.0,0,0,1500,0.1609,106,-1000,90,54830,50,62500,3270
0.0,0,0,1500,0.3,197,500,90,62500,100,62500,3360
216.0,0,0,3300,0.5,327,1000,90,62390,120,62500,3360
431.0,0,0,6900,0.641,414,1500,90,62270,160,62500,3360
